ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI
"32408995","Cirugía electiva durante la pandemia por SARS-CoV-2 (COVID-19): análisis de morbimortalidad y recomendaciones sobre priorización de los pacientes y medidas de seguridad./ Cirugía electiva durante la pandemia por SARS-CoV-2 (COVID-19): análisis de morbimortalidad y recomendaciones sobre priorización de los pacientes y medidas de seguridad./ Elective Surgery During the SARS-CoV-2 Pandemic (COVID-19): A Morbimortality Analysis and Recommendations on Patient Prioritisation and Security Measures.","Di Martino, Marcello; García Septiem, Javier; Maqueda González, Rocío; Muñoz de Nova, Jose Luis; de la Hoz Rodríguez, Ángela; Correa Bonito, Alba; Martín-Pérez, Elena","Cir Esp;2020 Apr 29. ","Cir. Esp. (Ed. impr.)","MEDLINE","article","en","2020","","ES","https://dx.doi.org/10.1016/j.ciresp.2020.04.029","INTRODUCTION: The spread of the SARS-CoV-2 infection (COVID-19) has required adaptation by hospitals affected by the pandemic, which has caused a reduction in elective surgical activity. METHODS: Retrospective study of patients operated on in the previous month and during the peak of the pandemic. We analysed the COVID-19 infection rate, the severity of respiratory infection according to the Brescia respiratory COVID-19 severity scale, the adopted therapeutic measures and the overall postoperative complications. RESULTS: From 17th February to 31st March 2020, there was a progressive decrease in surgical activity, with only 213 patients operated on. This comprised 59 (27.8%) elective operations for oncological diseases, 97 (45.5%) elective operations for benign diseases and 57 (26.7%) as urgent procedures. There was a progressive increase in the rate of infection by COVID-19, with a total of 15 cases (7%). This included 10 patients (16.9%) in the elective group for oncological disease, 1 (1%) in the elective surgery group for benign disease and 4 (7%) in the urgent surgery group (P&lt;.001). Five patients presented with a severe respiratory infection, of which 4 were affected by oncological disease. There were 3 deaths (1.4%), which were all due to the worsening of a respiratory infection. CONCLUSIONS: The patients undergoing the surgical procedures showed high rates of COVID-19 infection and postoperative complications, especially the patients with oncological diseases. Local resumption of surgical activity must be based on the prioritisation of the cases to be operated on, respecting certain premises of security and optimisation of the available resources.",20200518,,, 
"32409243","Recomendaciones para la atención oftalmológica durante el estado de alarma por la pandemia de enfermedad por coronavirus COVID-19./ Recomendaciones para la atención oftalmológica durante el estado de alarma por la pandemia de enfermedad por coronavirus COVID-19./ Recommendations for eye care during the alarm state by the coronavirus disease pandemic COVID-19.","Gegúndez-Fernández, J A; Zarranz-Ventura, J; Garay-Aramburu, G; Muñoz-Negrete, F J; Mendicute Del Barrio, J; Pablo-Júlvez, L; García-Delpech, S; López-Alemany, A; Arnalich-Montiel, F; Cordero-Coma, M; Cárceles, J A","Arch Soc Esp Oftalmol;95(6): 300-310, 2020 Jun. ","Arch Soc Esp Oftalmol","MEDLINE","article","en","2020","Betacoronavirus; Coronavirus Infections/epidemiology; Coronavirus Infections/transmission; Eye Diseases/diagnosis; Infectious Disease Transmission, Patient-to-Professional/prevention &amp;amp; control; Pandemics; Pneumonia, Viral/epidemiology; Pneumonia, Viral/transmission; Postoperative Complications/prevention &amp;amp; control; Antimalarials/therapeutic use; Asymptomatic Diseases; Blood Safety; Chloroquine/therapeutic use; Contact Lenses; Coronavirus Infections/diagnosis; Coronavirus Infections/prevention &amp;amp; control; Disease Progression; Eye Diseases/therapy; Humans; Hydroxychloroquine/therapeutic use; Ophthalmologic Surgical Procedures/adverse effects; Ophthalmologic Surgical Procedures/methods; Ophthalmology; Pandemics/prevention &amp;amp; control; Pneumonia, Viral/diagnosis; Pneumonia, Viral/prevention &amp;amp; control; Risk Factors; Societies, Medical; Spain; Symptom Assessment/methods; Withholding Treatment","ES","https://dx.doi.org/10.1016/j.oftal.2020.04.002","OBJECTIVE: Minimize exposure to the SARS-CoV-2, reduce the chances of cross-transmission between patients and healthcare personnel, and prevent the development of postoperative complications from the management of patients with eye diseases during the 2019 coronavirus disease pandemic (COVID-19). METHODS: COVID-19 literature review and consensus establishment between different Spanish ophthalmology societies in order to provide guidelines and recommendations of maximum resources primarily conditioned by the state of alert, confinement and social distancing that occurs in Spain since March 16, 2020. RESULTS: The recommendations will promote the adoption of action and protection measures for eye care in outpatient clinics, surgical areas and hospitalization, for unconfirmed (asymptomatic and symptomatic) and confirmed COVID-19 patients. Measures must be adapted to the circumstances and availability of personal protective equipment in each of the centers and Autonomous Communities, which will be updated according to the pandemic phases and the measures adopted by the Spanish Government. CONCLUSIONS: During the COVID-19 pandemic, attention to the potential health risks to the population caused by coronavirus should prevail over the possible progression of the common eye diseases. Ophthalmologists and other eye care professionals must assume a possible progression of these diseases due to the impossibility of adequate patient follow-up.",20200518,95,6, 
"32410319","Coronavirus Disease 2019 and Viral Hepatitis coinfection: Provide guidelines for integrated screening and treatment.","Odjidja, Emmanuel Nene; Longo, Valentina Laurita; Rizzatti, Gianenrico; Bandoh, Salome","J Med Virol;2020 May 15. ","J. med. virol","MEDLINE","article","en","2020","","US","https://dx.doi.org/10.1002/jmv.26021","The rapid spread of severe acute respiratory syndrome coronavirus 2, the virus, that causes Coronavirus disease 2019 (COVID-19) threatens global health. Emerging evidence and past experience from other coronaviruses suggests that people with underlying liver disease including viral hepatitis could be at risk of disease severity and mortality. However, with the present relatively low screening rates for the most prevalent viral hepatitis - Hepatitis B and C, many COVID-19 cases especially in low middle income countries are unlikely to be screened for viral hepatitis coinfection. Without active screening, little will be known about the clinical and epidemiological manifestations which could negatively impact public health efforts. In this commentary, we call for systematic and integrated screening of Hepatitis B and C for COVID-19 confirmed patients. We also call for guidelines for management and treatment as well as research to understand the epidemiology of coinfection This article is protected by copyright. All rights reserved.",20200518,,, 
"32412320","Extremely High Incidence of Lower Extremity Deep Venous Thrombosis in 48 Patients with Severe COVID-19 in Wuhan.","Ren, Bin; Yan, Feifei; Deng, Zhouming; Zhang, Sheng; Xiao, Lingfei; Wu, Meng; Cai, Lin","Circulation;2020 May 15. ","Circulation","MEDLINE","article","en","2020","","US","https://dx.doi.org/10.1161/CIRCULATIONAHA.120.047407","",20200518,,, 
"32414972","Vet nurse consultations could help financial recovery from Covid-19.","","Vet Rec;186(16): 522, 2020 May 16. ","Vet Rec","MEDLINE","article","en","2020","","GB","","",20200518,186,16, 
"32415630","Is There a Role for ERAS Program Implementation to Restart Bariatric Surgery After the Peak of COVID-19 Pandemic?","Fantola, Giovanni; Nagliati, Carlo; Foletto, Mirto; Balani, Alessandro; Moroni, Roberto","Obes Surg;2020 May 15. ","Obes. surg","MEDLINE","article","en","2020","","US","https://dx.doi.org/10.1007/s11695-020-04676-0","",20200518,,, 
"32415815","Lessons Learned from COVID-19 Pandemic in Italy.","Minni, Antonio; Ralli, Massimo; Candelori, Francesca; Cialente, Fabrizio; Ercoli, Lucia; Parlapiano, Claudio; Greco, Antonio; De Vincentiis, Marco","Bosn J Basic Med Sci;2020 May 16. ","","MEDLINE","article","en","2020","","BA","https://dx.doi.org/10.17305/bjbms.2020.4847","Since the COVID-19 outbreak, Italy has been one of the most affected countries in Europe and the second for number of deaths. In this commentary, we discuss some lessons that we learned as healthcare providers working in a large public hospital during the pandemic, with a special focus on the importance of infection containment and early diagnosis, the role of swab, serological tests, home isolation and individual protection devices,  and the available therapies and management indications to better face a possible new outbreak in the near future. These comments should stimulate a more diffused, efficient and efficacious management of COVID-19 patients, also reducing the number of accesses to hospital emergency departments and the related spread of the infection.",20200518,,, 
"32415915","Perspectives on challenges and opportunities for birth defects surveillance programs during and after the COVID-19 era.","Ludorf, Katherine L; Salemi, Jason L; Kirby, Russell S; Tanner, Jean Paul; Agopian, A J","Birth Defects Res;2020 May 16. ","Birth defects res","MEDLINE","article","en","2020","","US","https://dx.doi.org/10.1002/bdr2.1710","In recent months, various public health measures have been implemented throughout the world in response to the coronavirus disease 2019 (COVID-19) pandemic. This outbreak, and the subsequent containment policies, may have a range of potential short- and long-term impacts on the monitoring and surveillance of other conditions, such as birth defects. In this commentary, we provide a perspective on these potential impacts on birth defects surveillance and analysis. We discuss possible effects on clinical birth defect diagnoses, routine birth defects surveillance system activities, and epidemiologic considerations, as well as opportunities for mitigating the impact of COVID-19. Like many other sectors of public health and medicine, birth defects surveillance programs may be faced with organizational and methodological obstacles in the wake of a changing landscape. A better understanding of these potential challenges faced by birth defects surveillance programs could facilitate better planning and collaboration across programs to overcome barriers to core activities and to prepare for novel opportunities for research and prevention.",20200518,,, 
"260610","Awareness and preparedness of Field Epidemiology Training Program graduates in the Eastern Mediterranean Region to respond to COVID-19: A cross-section study.","Al Nsour, Mohannad; Khader, Yousef; Al Serouri, Abulwahed; Bashier, Haitham; Osman, Shahd","JMIR Med Educ;2020 May 13. ","","MEDLINE","article","en","2020","","CA","https://dx.doi.org/10.2196/19047","BACKGROUND: The Field Epidemiology Training Program (FETP) is a 2-year training program in applied epidemiology. FETP graduates have contributed significantly to improvements in surveillance systems, control of infectious diseases, and outbreak investigations in the Eastern Mediterranean Region (EMR). OBJECTIVE: Knowing their instrumental roles during the COVID-19 crisis, this study aimed to assess the awareness and preparedness of FETP graduates in three EMR countries to respond to COVID-19 pandemic. METHODS: An online survey was sent to FETP graduates in 3 countries in the EMR in March 2020. The FETP graduates were contacted by email and requested to fill an online survey. Sufficient number of responses were received from three countries only including Jordan, Sudan, and Yemen. Few responses were received from other countries and therefore they were excluded from the analysis. The questionnaire comprised a series of questions pertaining to socio-demographic characteristics, knowledge of the epidemiology of COVID-19, and preparedness to respond to COVID-19. RESULTS: This study included a total of 57 FETP graduates (20 from Jordan, 13 from Sudan, and 24 from Yemen). A total of 31 (54%) graduates had attended training on COVID-19, 29 (51%) are member of a rapid response team against COVID-19 and 54 (95%) had previous experience in response to disease outbreaks or health emergencies. The vast majority were aware of the main symptoms, mode of transmission, high risk groups, and aware of how to use personal protective equipment. A total of 46 (81%) respondents considered themselves well prepared for the COVID-19 outbreak and 40 (70%) reported that they currently have a role in supporting the country efforts in the management of COVID-19 outbreak. CONCLUSIONS: The FETP graduates in Jordan, Sudan, and Yemen were fully aware of the epidemiology COVID-19 and the safety measures and they are well positioned to investigate and respond to COVID-19 pandemic. Therefore, they should be properly and efficiently utilized by the ministries of health to investigate and respond to the current COVID-19 crisis where the needs are vastly growing and access to outside experts becomes limited.",20200515,,, 
"260536","Clinical implications and economic effects of the corona virus pandemic on gynaecology, obstetrics and reproductive medicine in Germany-learning from Italy.","Findeklee, Sebastian; Morinello, Emanuela","Minerva Ginecol;2020 May 13. ","Minerva ginecol","MEDLINE","article","en","2020","","IT","https://dx.doi.org/10.23736/S0026-4784.20.04558-X","The infection with the novel SARS Cov-2 corona virus, the cause of severe acute respiratory distress syndrome, possessing its origin in the Chinese province Hubei, has reached the extent of a global pandemic within a few months. After aerosol infection, most people experience mild respiratory infection with cold symptoms such as cough and fever, and healing within two weeks. In about 5% of those infected, however, a severe course develops with the occurrence of multiple sub pleural bronchopulmonary infiltrates and even death as a result of respiratory failure. The corona virus pandemic has multiple impacts on social life that have not been seen before. For example, the government adopted measures to curb the exponential spread of the virus, which included a significant reduction in social contacts. Furthermore, the specialist societies recommended that no elective treatments be carried out during the pandemic period. This review article considers epidemiological aspects of novel corona virus infection and presents both the clinical as well the possible economic effects of the pandemic on gynaecology, obstetrics and reproductive medicine in Germany in the past, present and future. In addition, useful preventive measures for daily clinical work and the previously known scientific findings dealing with the impact of corona virus on pregnancy and birth are discussed.",20200515,,, 
"260533","Clinical significance of nutritional risk screening for older adult patients with COVID-19.","Liu, Gaoli; Zhang, Shaowen; Mao, Zhangfan; Wang, Weixing; Hu, Haifeng","Eur J Clin Nutr;74(6): 876-883, 2020 Jun. ","Eur J Clin Nutr","MEDLINE","article","en","2020","","GB","https://dx.doi.org/10.1038/s41430-020-0659-7","OBJECTIVES: The aim of this study was to assess the nutritional risks among older patients with COVID-19 and their associated clinical outcomes using four nutritional risk screening (NRS) tools: Nutrition Risk Screening 2002 (NRS 2002), Malnutrition Universal Screening Tool (MUST), Mini Nutrition Assessment Shortcut (MNA-sf), and Nutrition Risk Index (NRI). METHODS: We retrospectively analyzed the data of patients with COVID-19 older than 65 years who were treated in our hospital from January 28, 2020 to March 5, 2020, and explored the relationship between nutritional risk and clinical outcomes. RESULTS: A total of 141 patients with COVID-19 (46 common COVID-19, 73 severe COVID-19, and 22 extremely severe COVID-19) were enrolled in the study. NRS 2002 identified 85.8% of patients as having risk, with being identified 41.1% by MUST, 77.3% by MNA-sf, and 71.6% by NRI. The agreement strength was moderate between NRS 2002 and MNA-sf, NRI, fair between MUST and MNA-sf, NRI, fair between MNA-sf and NRI, poor between NRS 2002 and MUST (P &lt; 0.01). After adjustment for confounding factors in multivariate regression analysis, patients in the risk group had significantly longer LOS, higher hospital expenses (except MNA-sf), poor appetite, heavier disease severity, and more weight change(kg) than normal patients by using NRS 2002, MNA-sf, and NRI(P &lt; 0.05). CONCLUSIONS: The NRS 2002, MNA-sf, and NRI are useful and practical tools with respect to screening for patients with COVID-19 who are at nutritional risk, as well as in need of additional nutritional intervention.",20200515,74,6, 
"260491","COVID-19 and endoscopy: implications for healthcare and digestive cancer screening.","Gralnek, Ian M; Hassan, Cesare; Dinis-Ribeiro, Mario","Nat Rev Gastroenterol Hepatol;2020 May 13. ","Nat. rev. gastroenterol. hepatol","MEDLINE","article","en","2020","","GB","https://dx.doi.org/10.1038/s41575-020-0312-x","",20200515,,, 
"260473","Covid-19 brings the world economy to its knees.","Fagoonee, Indurlall; Pellicano, Rinaldo","Minerva Med;2020 May 14. ","Minerva med","MEDLINE","article","en","2020","","IT","https://dx.doi.org/10.23736/S0026-4806.20.06603-3","",20200515,,, 
"260426","Covid-19: Cases rise in Russia as health workers pay the price for PPE shortage.","Dyer, Owen","BMJ;369: m1975, 2020 May 14. ","BMJ","MEDLINE","article","en","2020","","GB","https://dx.doi.org/10.1136/bmj.m1975","",20200515,369,, 
"260344","Ethical reflections on the COVID-19 pandemic: The epidemiology of panic.","Isaacs, David; Britton, Philip N; Preisz, Anne","J Paediatr Child Health;56(5): 690-691, 2020 05. ","J Paediatr Child Health","MEDLINE","article","en","2020","Civil Rights/ethics; Communicable Disease Control/methods; Coronavirus Infections/psychology; Global Health/ethics; Pandemics/ethics; Panic; Pneumonia, Viral/psychology; Public Health/ethics; Australia; Civil Rights/psychology; Coronavirus Infections/epidemiology; Coronavirus Infections/prevention &amp;amp; control; Decision Making/ethics; Humans; Pandemics/prevention &amp;amp; control; Pneumonia, Viral/epidemiology; Pneumonia, Viral/prevention &amp;amp; control; Public Health/methods","AU","https://dx.doi.org/10.1111/jpc.14882","",20200515,56,5, 
"260310","Genomic epidemiology, evolution, and transmission dynamics of porcine deltacoronavirus.","He, Wan-Ting; Ji, Xiang; He, Wei; Dellicour, Simon; Wang, Shilei; Li, Gairu; Zhang, Letian; Gilbert, Marius; Zhu, Henan; Xing, Gang; Veit, Michael; Huang, Zhen; Han, Guan-Zhu; Huang, Yaowei; Suchard, Marc A; Baele, Guy; Lemey, Philippe; Su, Shuo","Mol Biol Evol;2020 May 14. ","Mol. biol. evol","MEDLINE","article","en","2020","","US","https://dx.doi.org/10.1093/molbev/msaa117","The emergence of severe acute respiratory syndrome virus (SARS)-CoV-2 has shown once again that coronaviruses (CoVs) in animals are potential sources for epidemics in humans. Porcine deltacoronavirus (PDCoV) is an emerging enteropathogen of swine with a worldwide distribution. Here, we implemented and described an approach to analyze the epidemiology of PDCoV following its emergence in the pig population. We performed an integrated analysis of full genome sequence data from 21 newly-sequenced viruses, along with comprehensive epidemiological surveillance data collected globally over the last 15 years. We found four distinct phylogenetic lineages of PDCoV, which differ in their geographic circulation patterns. Interestingly, we identified more frequent intra- and inter-lineage recombination and higher virus genetic diversity in the Chinese lineages compared with the US lineage where pigs are raised in different farming systems and ecological environments. Most recombination breakpoints are located in the ORF1ab gene rather than in genes encoding structural proteins. We also identified five amino acids under positive selection in the spike protein suggesting a role for adaptive evolution. According to structural mapping, three positively selected sites are located in the N-terminal domain of the S1 subunit, which is the most likely involved in binding to a carbohydrate receptor, while the other two are located in or near the fusion peptide of the S2 subunit and thus might affect membrane fusion. Finally, our phylogeographic investigations highlighted notable South-North transmission as well as frequent long-distance dispersal events in China that could implicate human-mediated transmission. Our findings provide new insights into the evolution and dispersal of PDCoV that contribute to our understanding of the critical factors involved in coronaviruses emergence. SIGNIFICANCE: Coronaviruses (CoVs) exhibit a pronounced propensity for interspecies transmission as illustrated by important emerging viruses in humans such as severe acute respiratory syndrome virus (SARS)-CoV and Middle East respiratory syndrome virus (MERS)-CoV, as well as the recent SARS-CoV-2 that is causing a major human pandemic. A better understanding of the evolutionary process leading to viral emergence may help unravel the principles of cross-species transmission and therefore assist in preventing future introductions into new host populations. Here, we examined the evolution and spread of an emerging coronavirus that likely transmitted from birds to pigs and caused sustained epidemics in Asia and the United States. We integrated viral full genome sequence analysis and comprehensive surveillance data to examine the evolution of emerging porcine deltacoronavirus (PDCoV), and in particular the factors driving ongoing circulation and recent cases in China. We found evidence for adaptive evolution of this emerging virus in the absence of vaccine immune pressure, with important amino acids under positive selection, as well as frequent inter- and intra-lineage recombination events in the Asian lineages. Breeding patterns and ecological environment could play an important role in swine coronavirus evolution, leading to differences in recombination and population diversity. Using phylogeographic approaches, we further shed light on the dispersal history and dynamics of the China lineage of PDCoV. Our study provides a deeper understanding of the geographic dispersal of genetic lineages of PDCoV in China and suggests that southern China acted as a source of transmission. Modeling how the virus spread in China will allow the prioritization of areas for swine coronavirus surveillance in the future. These findings have important implications for preventing the emergence of coronaviruses in livestock and for controlling their spread in Asian countries.",20200515,,, 
"260293","Health and Economic Outcomes of Home Maintenance Allergen Immunotherapy in Select Patients with High Health Literacy during the COVID-19 Pandemic: A Cost-Effectiveness Analysis During Exceptional Times.","Shaker, Marcus S; Mosnaim, Giselle; Oppenheimer, John; Stukus, David; Abrams, Elissa M; Greenhawt, Matthew","J Allergy Clin Immunol Pract;2020 May 14. ","J. Allergy Clin. Immunol. Pract","MEDLINE","article","en","2020","","US","https://dx.doi.org/10.1016/j.jaip.2020.05.007","BACKGROUND: Allergen immunotherapy (AIT) is safe and effective but is typically administered under strict clinic observation to mitigate the risk of a systemic reaction to immunotherapy (SRIT). However, in the setting of the global coronavirus disease 2019 pandemic, alternative care models should be explored. OBJECTIVE: To evaluate the cost-effectiveness of home immunotherapy self-administration (HITSA) in a highly idealized circumstance for provision of maintenance AIT in a shelter-in-place or other scenarios of unforeseen reduction in nonessential medical services. METHODS: Markov modeling was used to compare in-office clinic AIT in selected patients using cohort analysis and microsimulation from the societal and health care perspectives. RESULTS: Assuming similar SRIT rates, HITSA was found to be a cost-effective option with an incremental cost-effectiveness ratio of $44,554/quality-adjusted life-year when considering both incremental epinephrine autoinjector costs and coronavirus disease 2019 risks. Excluding epinephrine autoinjector costs, HISTA dominated other options. However, outside of pandemic considerations, HITSA was not cost-effective (incremental cost-effectiveness ratio, $198,877,286) at annual epinephrine autoinjector costs above $287. As the incremental HITSA SRIT rate increased above 15%, clinic AIT was the most cost-effective strategy. Excluding both pandemic risks and risk of motor vehicle accident fatality from round-trip clinic transit, clinic AIT dominated other strategies. Clinic AIT was the more cost-effective option at very high fatality relative risk for HITSA or at very low annual risk of contracting coronavirus disease 2019. CONCLUSIONS: Under idealized assumptions HITSA can be a safe and cost-effective option during a global pandemic in appropriately selected patients provided home rates of SRIT remain stable.",20200515,,, 
"260209","Lung Ultrasound early detection and monitoring in Covid-19 Pneumonia: fact and fiction.","Sperandeo, Marco; Trovato, Guglielmo M","QJM;2020 May 14. ","QJM","MEDLINE","article","en","2020","","GB","https://dx.doi.org/10.1093/qjmed/hcaa165","",20200515,,, 
"260193","Medicina, Epidemiología y Humanismo antes y después de la COVID-19./ Medicina, Epidemiología y Humanismo antes y después de la COVID-19./ Medicine, epidemiology and humanism before and after COVID-19.","Soriano, J B","Rev Clin Esp;2020 May 11. ","Rev. clin. esp. (Ed. impr.)","MEDLINE","article","en","2020","","ES","https://dx.doi.org/10.1016/j.rce.2020.05.001","The rapid spread of SARS-CoV-2 requires evidence to help mitigate its global harm. Generating accurate measurements of the appropriate clinical and epidemiological indicators associated with COVID-19 is a necessary step in reducing the current pandemic&#039;s burden on individuals and the population at large. These unprecedented times have presented a challenge to chronic disease epidemiologists and have required a practical approach &quot;to do something to help during this disaster.&quot; Options include returning to clinical care or resorting to online textbooks and resources for crash courses on outbreak research. However, being aware of the magnitude of individual suffering endured by so many, including many esteemed, close colleagues, becomes a personal challenge of enormous proportions. It is envisaged that the arts and other humanities can help re-establish balance, both during the pandemic and especially after it.",20200515,,, 
"260100","Response to letter to the editor: &quot;Lung Ultrasound early detection and monitoring in Covid-19 Pneumonia: fact and fiction&quot;.","Ji, Li; Cao, Chunyan; Li, Yuman; Xie, Mingxing","QJM;2020 May 14. ","QJM","MEDLINE","article","en","2020","","GB","https://dx.doi.org/10.1093/qjmed/hcaa166","",20200515,,, 
"260065","Optimizing screening strategies for coronavirus disease 2019: A study from Middle China.","Liu, Li; Hong, Xiuqin; Su, Xin; Chen, Haiou; Zhang, Dongcui; Tang, Shigang; Chen, Liang; Zhu, Baining; Li, Xiaosong; Shi, Yi","J Infect Public Health;13(6): 868-872, 2020 Jun. ","J Infect Public Health","MEDLINE","article","en","2020","Coronavirus Infections/diagnosis; Fever/virology; Pneumonia, Viral/diagnosis; Adolescent; Adult; Aged; Aged, 80 and over; Asymptomatic Infections/epidemiology; Betacoronavirus/isolation &amp;amp; purification; Child; China/epidemiology; Clinical Laboratory Techniques; Coronavirus Infections/epidemiology; Female; Humans; Male; Middle Aged; Outpatients/statistics &amp;amp; numerical data; Pandemics; Pneumonia, Viral/epidemiology; Real-Time Polymerase Chain Reaction; Retrospective Studies; Reverse Transcriptase Polymerase Chain Reaction; Young Adult","GB","https://dx.doi.org/10.1016/j.jiph.2020.05.003","BACKGROUND: Coronavirus disease 2019 (COVID-19) has been highly epidemic in China since January 2020. Rapid detection of the causative agent, severe acute respiratory coronavirus-2 (SARS-CoV-2), is very important due to its high rate of infectivity. This study aimed to clarify the epidemiology and clinical characteristics of COVID-19 outside of Hubei province, China, and to optimize screening strategies for COVID-19 in attempts to contain spread of the virus. METHODS: This retrospective study included all confirmed cases of COVID-19 in Hunan Provincial People&#039;s Hospital (Changsha, China) between January 22 and February 15, 2020. All cases were detected using a real-time reverse transcription polymerase chain reaction assay. The epidemiology and clinical characteristic of these cases were investigated according to outcome in attempts to optimize screening strategies for COVID-19. RESULTS: There were 24 confirmed cases of COVID-19 in the fever outpatient department of Hunan Provincial People&#039;s Hospital. Three patients were asymptomatic, and 3 exhibited mild and 3 moderate disease. There was a family cluster phenomenon. CONCLUSION: Individuals with COVID-19 can be asymptomatic or exhibit mild manifestations of disease. Close monitoring and an optimized screening strategy for COVID-19 could help deter spread of the virus.",20200515,13,6, 
"259625","Tracking the impact of interventions against COVID-19 in absence of extensive testing.","Karthikeyan, Ganesan","Indian J Med Res;151(2 &amp; 3): 114-115, 2020. ","Indian J Med Res","MEDLINE","article","en","2020","Coronavirus Infections/mortality; Epidemiological Monitoring; Pneumonia, Viral/mortality; Sentinel Surveillance; Betacoronavirus; Communicable Disease Control; Coronavirus Infections/prevention &amp;amp; control; Humans; India; Models, Theoretical; Pandemics/prevention &amp;amp; control; Pneumonia, Viral/prevention &amp;amp; control","IN","https://dx.doi.org/10.4103/ijmr.IJMR_864_20","",20200515,151,2 &amp; 3, 
"32393161","COVID-19, Australia: Epidemiology Report 14 (Reporting week to 23:59 AEST 3 May 2020).","","Commun Dis Intell (2018);442020 May 08. ","","MEDLINE","article","en","2020","Betacoronavirus/isolation &amp;amp; purification; Coronavirus Infections/epidemiology; Pneumonia, Viral/epidemiology; Adult; Aged; Aged, 80 and over; Australia/epidemiology; Female; Humans; Male; Middle Aged; Pandemics; Population Surveillance; Public Health; Young Adult","AU","https://dx.doi.org/10.33321/cdi.2020.44.42","Confirmed cases in Australia notified up to 03 May 2020: notifications = 6,784; deaths = 89. The reduction in international travel and domestic movement, social distancing measures and public health action have likely slowed the spread of COVID-19 in Australia. Currently new notifications in Australia are mostly considered to be locally-acquired with some cases still reported among people with recent overseas travel. Most locally-acquired cases can be linked back to a confirmed case or known cluster, with a small portion unable to be epidemiologically linked to another case. The ratio of overseas-acquired cases to locally-acquired cases varies by jurisdiction. The crude case fatality rate (CFR) in Australia remains low (1.3%) compared to the World Health Organization&#039;s globally-reported rate (7.1%) and to other comparable high-income countries such as the United States of America (5.7%) and the United Kingdom (15.4%). The lower CFR in Australia is likely reflective of high case ascertainment including detection of mild cases. Internationally, cases continue to increase. The rates of increase have started to slow in several regions, although it is too soon to tell whether this trend will be sustained.",20200515,44,, 
"32393542","The price of being a doctor during the COVID-19 outbreak.","Imperatore, Nicola; Rispo, Antonio; Lombardi, Giovanni","Gut;2020 May 10. ","Gut","MEDLINE","article","en","2020","","GB","https://dx.doi.org/10.1136/gutjnl-2020-321646","",20200515,,, 
"32394986","Medicina, Epidemiología y Humanismo antes y después de la COVID-19./ Medicina, Epidemiología y Humanismo antes y después de la COVID-19./ Medicine, epidemiology and humanism before and after COVID-19.","Soriano, J B","Rev Clin Esp;2020 May 11. ","Rev. clin. esp. (Ed. impr.)","MEDLINE","article","en","2020","","ES","https://dx.doi.org/10.1016/j.rce.2020.05.001","The rapid spread of SARS-CoV-2 requires evidence to help mitigate its global harm. Generating accurate measurements of the appropriate clinical and epidemiological indicators associated with COVID-19 is a necessary step in reducing the current pandemic&#039;s burden on individuals and the population at large. These unprecedented times have presented a challenge to chronic disease epidemiologists and have required a practical approach &quot;to do something to help during this disaster.&quot; Options include returning to clinical care or resorting to online textbooks and resources for crash courses on outbreak research. However, being aware of the magnitude of individual suffering endured by so many, including many esteemed, close colleagues, becomes a personal challenge of enormous proportions. It is envisaged that the arts and other humanities can help re-establish balance, both during the pandemic and especially after it.",20200515,,, 
"32395673","Clinical and Radiographic Presentations of COVID-19 among Patients Receiving Radiation Therapy for Thoracic Malignancies.","Samson, Pamela; Ning, Matthew S; Shaverdian, Narek; Shepherd, Annemarie F; Gomez, Daniel R; McGinnis, Gwendolyn J; Nitsch, Paige L; Chmura, Steven; O&#039;Reilly, Michael S; Lee, Percy; Chang, Joe Y; Robinson, Clifford; Lin, Steven H","Adv Radiat Oncol;2020 May 11. ","","MEDLINE","article","en","2020","","US","https://dx.doi.org/10.1016/j.adro.2020.04.020","The 2019 novel coronavirus disease (COVID-19), caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has led to a pandemic affecting healthcare centers across the globe. Patients with cancer have been reported to be particularly vulnerable to infection, morbidity, and severe events. Given the high proportion of asymptomatic carriers and concerns regarding speed and availability of laboratory testing, novel detection strategies are necessary to supplement traditional screening methods and facilitate mitigation of viral transmission. Recent data support the diagnostic consistency and potential value of computed tomography (CT) scans to aid early diagnosis of COVID-19. Volumetric CT image-guidance is commonly employed in patients undergoing radiotherapy and presents a unique opportunity to screen for COVID-specific lung changes. This case series describes the presentation of SARS-CoV-2 infections among three patients undergoing thoracic radiotherapy across multiple institutions. We highlight their clinical symptoms, imaging findings, potential confounders, and clinical workflow to triage these patients to the next level of care.",20200515,,, 
"32395795","What are the economic implications of COVID-19.","Zouari, Abderrazak","Tunis Med;98(4): 312-313, 2020 04. ","Tunis Med","MEDLINE","article","en","2020","Coronavirus Infections/economics; Coronavirus; Global Burden of Disease/economics; Pandemics/economics; Pneumonia, Viral/economics; Betacoronavirus; Coronavirus Infections/epidemiology; Coronavirus Infections/prevention &amp;amp; control; Healthcare Financing; Humans; Pandemics/prevention &amp;amp; control; Pneumonia, Viral/epidemiology; Pneumonia, Viral/prevention &amp;amp; control","TN","","",20200515,98,4, 
